0,temperature_date,冷&热&高温&低温&最高&最低&最冷&最热,INFO&DATETEMPERATURE&temperature_date,1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+65+66+67
1,temperature,平均,INFO&AVGTEMPERATURE&temperature,2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+65+66+67
2,temperature,最高,INFO&HIGHTEMPERATURE&temperature,3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+65+66+67
3,temperature,最低,INFO&HIGHTEMPERATURE&temperature,4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+65+66+67
4,weather_element_1,天气,INFO&ELEMENT&weather_element_1,5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+65+66+67
5,weather_element_2,温度&气温,INFO&ELEMENT&weather_element_2,6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+65+66+67
6,weather_element_10,能见度,INFO&ELEMENT&weather_element_10,7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+65+66+67
7,weather_element_6,湿度,INFO&ELEMENT&weather_element_6,8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+65+66+67
8,weather_element_4,降水量&水量&降雨量&雨量,INFO&ELEMENT&weather_element_4,9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+65+66+67
9,weather_element_3,空气质量&空气&PM2.5&pm2.5,INFO&ELEMENT&weather_element_3,10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+65+66+67
10,weather_element_13,紫外线,INFO&ELEMENT&weather_element_13,11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+65+66+67
11,weather_element_5,风向&风&风力&风速,INFO&ELEMENT&weather_element_5,12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+65+66+67
12,weather_element_9,气压,INFO&ELEMENT&weather_element_9,13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+65+66+67
13,weather_element_7,日出时间&日出,INFO&ELEMENT&weather_element_7,14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+65+66+67
14,weather_element_low_priority,天气,INFO&ELEMENT&weather_element_low_priority,15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+65+66+67
15,weather_element_low_priority,温度&气温,INFO&ELEMENT&weather_element_low_priority,16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+65+66+67
16,weather_type_shut_down,雨&风&雪&雾,INFO&ELEMENT&weather_type_shut_down,17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+65+66+67
17,weather_level_shut_down,雨&风&雪&雾,INFO&ELEMENT&weather_level_shut_down,18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+65+66+67
18,whether+whether_situation_1,大&小+雨&风&雪&雾,INFO&ELEMENT&whether_situation_1,19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+65+66+67
19,whether+whether_situation_2,大&小+雨&风&雪&雾,INFO&ELEMENT&whether_situation_2,20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+65+66+67
20,type+whether_situation_1,大小+雨&风&雪&雾,INFO&ELEMENT&whether_situation_1,21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+65+66+67
21,type+whether_situation_2,大小+雨&风&雪&雾,INFO&ELEMENT&whether_situation_2,22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+65+66+67
22,level+whether_situation_1,大小+雨&风&雪&雾,INFO&ELEMENT&whether_situation_1,23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+65+66+67
23,level+whether_situation_2,大小+雨&风&雪&雾,INFO&ELEMENT&whether_situation_2,24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+65+66+67
24,whether_situation_1+situation_date+not_situation_date,雨&雪+哪天&时候&时间&什么时候&什么时间+不&没有&不是,INFO&DATEWEATHERFALSE&whether_situation_1,25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+48+49+50+65+66+67
25,whether_situation_2+situation_date+not_situation_date,风&雾&霾&雾霾&沙尘暴&冰雹&雷电&闪电&打雷&微风&狂风&强风&大风&台风&龙卷风&暴风雨&暴风雪&太阳&飓风&热带风暴+哪天&时候&时间&什么时候&什么时间+不&没有&不是,INFO&DATEWEATHERFALSE&whether_situation_2,26+27+28+29+30+31+32+33+34+35+36+37+38+39+48+49+50+65+66+67
26,whether_situation_3+situation_date+not_situation_date,雨夹雪&晴&晴朗&天晴&天阴&雾霾&小雨&中雨&大雨&阵雨&雷阵雨&小雪&中雪&大雪&太阳雨&雷雨&小雨转大雨&阴转多云&晴转大雨&晴转大雪&阴转晴&晴天&阴天&多云&雪转晴&雨转晴&多云转晴&晴转多云&阴雨天&雨转多云&阴转小雨&闷热天&大热天&大冷天&阴雨天气&大太阳&小到中雨&阴雨&浮尘&晴间多云&大部多云&雷阵雨伴有冰雹&暴雪&暴雨&大暴雨&特大暴雨&冻雨&阵雪&扬沙&强沙尘暴&梅雨天+哪天&时候&时间&什么时候&什么时间+不&没有&不是,INFO&DATEWEATHERFALSE&whether_situation_3,27+28+29+30+31+32+33+34+35+36+37+38+39+48+49+50+65+66+67
27,whether_situation_1+situation_date,雨&雪+哪天&时候&时间&什么时候&什么时间,INFO&DATEWEATHERTRUE&whether_situation_1,28+29+30+31+32+33+34+35+36+37+38+39+48+49+50+65+66+67
28,whether_situation_2+situation_date,风&雾&霾&雾霾&沙尘暴&冰雹&雷电&闪电&打雷&微风&狂风&强风&大风&台风&龙卷风&暴风雨&暴风雪&太阳&飓风&热带风暴+哪天&时候&时间&什么时候&什么时间,INFO&DATEWEATHERTRUE&whether_situation_2,29+30+31+32+33+34+35+36+37+38+39+48+49+50+65+66+67
29,whether_situation_3+situation_date,雨夹雪&晴&晴朗&天晴&天阴&雾霾&小雨&中雨&大雨&阵雨&雷阵雨&小雪&中雪&大雪&太阳雨&雷雨&小雨转大雨&阴转多云&晴转大雨&晴转大雪&阴转晴&晴天&阴天&多云&雪转晴&雨转晴&多云转晴&晴转多云&阴雨天&雨转多云&阴转小雨&闷热天&大热天&大冷天&阴雨天气&大太阳&小到中雨&阴雨&浮尘&晴间多云&大部多云&雷阵雨伴有冰雹&暴雪&暴雨&大暴雨&特大暴雨&冻雨&阵雪&扬沙&强沙尘暴&梅雨天+哪天&时候&时间&什么时候&什么时间,INFO&DATEWEATHERTRUE&whether_situation_3,30+31+32+33+34+35+36+37+38+39+48+49+50+65+66+67
30,swim_place+situation_date+not_situation_date,户外游泳&室外游泳&海边游泳+哪天&时候&时间&什么时候&什么时间+不&没有&不是,INFO&DATEPURPOSEFALSE&swim_place,31+32+33+34+35+36+37+38+39+43+44+59+60+65+66+67
31,purpose+situation_date+not_situation_date,洗衣服&晒衣服&晾衣服&洗衣裳&晒衣裳&晾衣裳&洗鞋&晾鞋&晒鞋&洗鞋子&晒鞋子&晾鞋子&洗裤子&晒裤子&晾裤子&洗被子&晒被子&晾被子&洗被单&晒被单&晾被单&外景&野餐&野炊&爬山&户外派对&野营&春游&踏青&风筝&日出&洗车&出海&钓鱼&露营&宿营&避暑&采风&写生&户外活动&户外烧烤&羽毛球&篮球&蓝球&棒球&网球&排球&橄榄球&足球&徒步&徒步旅行&游玩&郊游&室外运动&登山&烧烤&游湖&垒球&曲棍球&马球&板球&室外打球&跑步&散步&骑马&打球&开帆船&篝火晚会&遛狗&漂流&攀岩&热气球&滑草&冲浪&户外蹦极&户外摄影&跳伞&户外运动&溜达&广场舞&踢球&运动&高尔夫球&高尔夫&晨练&打太极&打太极拳&庙会&溜旱冰&户外卡丁车&出去玩&约会&逛逛&兜风&逛街&户外游泳&室外游泳&海边游泳&晒厚衣服&晒套头毛衣&晒开衫毛衣&晒羊毛衫&晒羊绒衫&晒卫衣绒衫&晒毛针织衫&晒秋裤&晒高领毛衣&晒毛衣&晒棉衣&晒棉服&晒棉袄&晒袄子&晒羽绒服&晒呢风衣&晒长风衣&晒毛呢外套&晒大衣&晒皮衣&晒机能夹克&晒机车夹克&晒裤袜&晒薄衣服&晒T恤&晒短袖&晒POLO衫&晒马甲&晒短裤&晒五分裤&晒中裤&晒七分裤&晒长袖&晒衬衫&晒短袖衬衫&晒长袖衬衫&晒九分裤&晒背带裤&晒铅笔裤&晒小脚裤&晒喇叭裤&晒连体裤&晒阔腿裤&晒萝卜裤&晒牛仔裤&晒长裤&晒连衣裙&晒围裹裙&晒蓬蓬裙&晒茶歇裙&晒雪纺裙&晒半身裙&晒直筒裙&晒连衣裙&晒百褶裙&晒斜裙&晒泡泡裙&晒喇叭裙&晒牛仔裙&晒鱼尾裙&晒背心裙&晒旗袍裙&晒缠绕裙&晒钟形裙&晒吊带裙&晒旗袍&晒裙子&晒短裙&晒超短裙&晒长裙&晒中裙&晒丝袜&晒打底裤&晒吊带衫&晒背心&晒棒球服&晒卫衣&晒连帽卫衣&晒套头卫衣&晒开衫卫衣&晒外套&晒牛仔外套&晒夹克&晒针织衫&晒套头针织衫&晒机能夹克&晒机车夹克&晒皮衣&晒工装风衣&晒风衣&晒运动服&晒运动衫&晒内裤&晒西服&晒西裤&晒上衣&晒西装&晒裤子&晒运动服&晾厚衣服&晾套头毛衣&晾开衫毛衣&晾羊毛衫&晾羊绒衫&晾卫衣绒衫&晾毛针织衫&晾秋裤&晾高领毛衣&晾毛衣&晾棉衣&晾棉服&晾棉袄&晾袄子&晾羽绒服&晾呢风衣&晾长风衣&晾毛呢外套&晾大衣&晾皮衣&晾机能夹克&晾机车夹克&晾裤袜&晾薄衣服&晾T恤&晾短袖&晾POLO衫&晾马甲&晾短裤&晾五分裤&晾中裤&晾七分裤&晾长袖&晾衬衫&晾短袖衬衫&晾长袖衬衫&晾九分裤&晾背带裤&晾铅笔裤&晾小脚裤&晾喇叭裤&晾连体裤&晾阔腿裤&晾萝卜裤&晾牛仔裤&晾长裤&晾连衣裙&晾围裹裙&晾蓬蓬裙&晾茶歇裙&晾雪纺裙&晾半身裙&晾直筒裙&晾连衣裙&晾百褶裙&晾斜裙&晾泡泡裙&晾喇叭裙&晾牛仔裙&晾鱼尾裙&晾背心裙&晾旗袍裙&晾缠绕裙&晾钟形裙&晾吊带裙&晾旗袍&晾裙子&晾短裙&晾超短裙&晾长裙&晾中裙&晾丝袜&晾打底裤&晾吊带衫&晾背心&晾棒球服&晾卫衣&晾连帽卫衣&晾套头卫衣&晾开衫卫衣&晾外套&晾牛仔外套&晾夹克&晾针织衫&晾套头针织衫&晾机能夹克&晾机车夹克&晾皮衣&晾工装风衣&晾风衣&晾运动服&晾运动衫&晾内裤&晾西服&晾西裤&晾上衣&晾西装&晾裤子&晾运动服&洗厚衣服&洗套头毛衣&洗开衫毛衣&洗羊毛衫&洗羊绒衫&洗卫衣绒衫&洗毛针织衫&洗秋裤&洗高领毛衣&洗毛衣&洗棉衣&洗棉服&洗棉袄&洗袄子&洗羽绒服&洗呢风衣&洗长风衣&洗毛呢外套&洗大衣&洗皮衣&洗机能夹克&洗机车夹克&洗裤袜&洗薄衣服&洗T恤&洗短袖&洗POLO衫&洗马甲&洗短裤&洗五分裤&洗中裤&洗七分裤&洗长袖&洗衬衫&洗短袖衬衫&洗长袖衬衫&洗九分裤&洗背带裤&洗铅笔裤&洗小脚裤&洗喇叭裤&洗连体裤&洗阔腿裤&洗萝卜裤&洗牛仔裤&洗长裤&洗连衣裙&洗围裹裙&洗蓬蓬裙&洗茶歇裙&洗雪纺裙&洗半身裙&洗直筒裙&洗连衣裙&洗百褶裙&洗斜裙&洗泡泡裙&洗喇叭裙&洗牛仔裙&洗鱼尾裙&洗背心裙&洗旗袍裙&洗缠绕裙&洗钟形裙&洗吊带裙&洗旗袍&洗裙子&洗短裙&洗超短裙&洗长裙&洗中裙&洗丝袜&洗打底裤&洗吊带衫&洗背心&洗棒球服&洗卫衣&洗连帽卫衣&洗套头卫衣&洗开衫卫衣&洗外套&洗牛仔外套&洗夹克&洗针织衫&洗套头针织衫&洗机能夹克&洗机车夹克&洗皮衣&洗工装风衣&洗风衣&洗运动服&洗运动衫&洗内裤&洗西服&洗西裤&洗上衣&洗西装&洗裤子&洗运动服&旅游&旅行&出门&高速&外出&出趟门&出行&转转&出游&跑长途&看雪&玩雪&滑雪&堆雪人&打雪仗&晒太阳&上班&沙滩排球+哪天&时候&时间&什么时候&什么时间+不&没有&不是,INFO&DATEPURPOSEFALSE&purpose,32+33+34+35+36+37+38+39+43+44+59+60+65+66+67
